id,name,description,address,city,state,zip_code,phone,email,website,services,state_abbreviation,business_description
471,"J.E. SHEA ELECTRIC, INC.","Licensed electrical contracting services for mid-sized municipal, industrial, commercial, design build and historical projects","45 East Summer St, Plantsville, CT, 06479",Plantsville,CT,6479,18606217709,info@jesheaelectric.com,http://www.jesheaelectric.com,"[""Licensed electrical contracting services for mid-sized municipal, industrial, commercial, design build and historical projects""]",CT,
472,AllComm Solar | ACSolar,Commercial & Residential Solar Energy installation and services,"5900 Balcones Drive, Suite 5028, Austin, TX 78731",Suite 5028,TX,78731,18775669808,,http://www.allcommsolar.com,"[""Commercial & Residential Solar Energy installation and services""]",Austin,
473,"A.M. Roofing & Waterproofing, INC","Roof repair, roof replacement, residential roofing, commercial roofing, storm damage service, insurance claims assistance. Services for metal, tile, shingle, and flat roofs.","255 Primera Blvd, Lake Mary, FL, 32746",Lake Mary,FL,32746,13862907035,amroofingbryan@gmail.com,http://www.amroofingfla.com/,"[""Roof repair, roof replacement, residential roofing, commercial roofing, storm damage service, insurance claims assistance. Services for metal, tile, shingle, and flat roofs.""]",FL,
474,915 Solar,"Residential and commercial solar panel installation, solar pool heating systems, and solar panel cleaning service","472 Valle Suave Dr., El Paso, Texas, 79927",El Paso,TX,79927,19158310653,,http://915solarep.com/,"[""Residential and commercial solar panel installation, solar pool heating systems, and solar panel cleaning service""]",Texas,
475,Hemphill Solar,Residential and Commercial solar power solutions,"1305 N Lousiville Ave., Tulsa, OK, 74115",Tulsa,OK,74115,19188342200,,http://www.hemphillsolar.com,"[""Residential and Commercial solar power solutions""]",OK,
476,"A. Maurais & Son, Inc.","Plumbing, heating, solar and propane services, installation and services of heating, cooling, and plumbing units and systems. They carry a wide range of faucets, showers, sinks, toilets from name brands such as Delta, Kohler, Moen, Symmons","7 Hillside Road, Jay, ME 04239",7 Hillside Road,ME,4239,12078973027,,http://amauraisandsoninc.net/,"[""Plumbing, heating, solar and propane services, installation and services of heating, cooling, and plumbing units and systems. They carry a wide range of faucets, showers, sinks, toilets from name brands such as Delta, Kohler, Moen, Symmons""]",Jay,
477,Double A,"Installation and repairs on Generac home generators, as well as heating and cooling services","6353 Greenland Rd, Jacksonville, FL, 32258",Jacksonville,FL,32258,18444328622,,http://www.ineedacnow.com,"[""Installation and repairs on Generac home generators, as well as heating and cooling services""]",FL,
478,ev-energy,Connect your domain to your Wix website,"10417 Fair Oaks Blvd., Fair Oaks, CA 95628",10417 Fair Oaks Blvd.,CA,95628,19163421395,,http://www.ev-energy.com,"[""Connect your domain to your Wix website""]",FairOaks,
479,Eco Capitol Energy,"Turn-key solar photovoltaic (PV) projects, strategy, development and finance firm","813 Hanover Street, Fredericksburg, Virginia, 22401",Fredericksburg,CA,22401,,,http://Not provided,"[""Turn-key solar photovoltaic (PV) projects, strategy, development and finance firm""]",Virginia,
480,Advanced Green Home Solutions,"Comprehensive Home Performance with Energy Star audits, insulation, weatherization retrofits, healthy air ventilation, HVAC, and solar installations.","1125 West Street Suite 421 Annapolis, MD 21401
1321 Mercedes Drive Suite F Hanover, Maryland 21076",1125 West Street Suite 421 Annapolis,"MD, NJ, MD, NJ",21076,14435756592,kathleen@advancedgreenhomesolutions.com,http://advancedgreenhomesolutions.com,"[""Comprehensive Home Performance with Energy Star audits, insulation, weatherization retrofits, healthy air ventilation, HVAC, and solar installations.""]",MDMercedesDriveSuiteFHanover,
481,Jina AI,AI-powered search technology,"37 Corey Road, Hancock, MA 01237",37 Corey Road,MA,1237,14137387007,,,"[""AI-powered search technology""]",Hancock,
482,FC Solar Inc,"Personal Consulting on all things Solar. Eliminate your electric bill, protect against rising energy costs, increase property value and protect the environment!","Boston, MA",Boston,MA,,13392041587,,http://www.fcsolarinc.com,"[""Personal Consulting on all things Solar. Eliminate your electric bill, protect against rising energy costs, increase property value and protect the environment!""]",MA,
483,Arise Solar Solutions,Not explicitly mentioned,"4 Donald Preston Dr., Newark, DE 19702",4 Donald Preston Dr.,DE,19702,12402740090,,http://www.arisesolarsolutions.com,"[""Not explicitly mentioned""]",Newark,
484,Halco,"Halco provides quality heating and air conditioning, home insulation and plumbing services to residential and commercial clients in The Finger Lakes. From repairing and servicing your heating or cooling system to adding insulation to plumbing repairs and installation, we have the expertise, training and products to solve your home's needs.","865 County Road 6, Phelps, NY, 14532",Phelps,NY,14532,13159466200,,http://www.halcoenergy.com,"[""Halco provides quality heating and air conditioning, home insulation and plumbing services to residential and commercial clients in The Finger Lakes. From repairing and servicing your heating or cooling system to adding insulation to plumbing repairs and installation, we have the expertise, training and products to solve your home's needs.""]",NY,
485,ABC Inc.,Software development and consulting,"10601 Clarence Dr, STE 250, Frisco, TX, 75033",Frisco,TX,75033,18323019118,,http://www.definedsolar.co,"[""Software development and consulting""]",TX,
486,Desert Star Power,"Solar Power Installation, Solar Energy Services, Energy Storage Solutions","3878 Hilton Ave, Yucca Valley, CA, 92284",Yucca Valley,CA,92284,19512349822,,,"[""Solar Power Installation, Solar Energy Services, Energy Storage Solutions""]",CA,
487,ALL SKY ENERGY,"Solar PV & EV Charging Station Installer. Specializes in Solar PV installations & EV Charging Stations, commercial & residential - grid connected - off-grid & battery backup systems.","S2810 County Road BD, Baraboo, WI, 53913",Baraboo,WI,53913,16083560830,lisa@allskyenergy.com,,"[""Solar PV & EV Charging Station Installer. Specializes in Solar PV installations & EV Charging Stations, commercial & residential - grid connected - off-grid & battery backup systems.""]",WI,
488,J.Beischel Electric,Electrical contracting services from large scale commercial to small scale design build projects,"10175 International Blvd, Cincinnati, OH, 45246",Cincinnati,OH,45246,15138603290,info@jbelectric.cc,,"[""Electrical contracting services from large scale commercial to small scale design build projects""]",OH,
489,Family Solar,Connect your domain to your Wix website,"13818 SW 152 Street, Suite 136, Miami, FL, 33177",Miami,FL,33177,18888082197,,http://www.familysolar.us,"[""Connect your domain to your Wix website""]",FL,
490,A1 Roofing & Construction,"A1 Roofing & Construction provides comprehensive roofing, construction, solar energy installation and construction equipment rentals.","29 1/2 Bliss Road, Newport, RI, 02840",Newport,RI,2840,14013245757,Sean@A1roofingcompany.com,http://www.a1roofingcompany.com/,"[""A1 Roofing & Construction provides comprehensive roofing, construction, solar energy installation and construction equipment rentals.""]",RI,
491,"Denali Development Group, Inc.",Custom design and installation of solar photovoltaic systems for residential,"6233 Cherry Avenue, Long Beach, CA, 90805",Long Beach,CA,90805,18009877785,,http://www.denalisolar.com,"[""Custom design and installation of solar photovoltaic systems for residential""]",CA,
492,Coastwide Electric Inc.,"Delivering 5 Star Customer Service to clients in the Bay Area, offering services such as new construction, service panel upgrades, solar installation, energy storage systems, electric vehicle chargers, troubleshooting, and more.","16936 Cory Drive, Morgan Hill, CA 95037",16936 Cory Drive,CA,95037,14085009622,mickey@coastwideinc.com,http://coastwideinc.com,"[""Delivering 5 Star Customer Service to clients in the Bay Area, offering services such as new construction, service panel upgrades, solar installation, energy storage systems, electric vehicle chargers, troubleshooting, and more.""]",MorganHill,
493,3R Roofing LLC,"Residential and commercial roofing solutions, roof repair and replacement for hail and wind damage, insurance claims, T-loc shingle roof replacement, green roofing solutions, asphalt shingle recycling program.","PO Box 18631, Boulder, CO 80308",PO Box 18631,CO,80308,13034445640,info@3rroofing.com,http://www.3rroofing.com,"[""Residential and commercial roofing solutions, roof repair and replacement for hail and wind damage, insurance claims, T-loc shingle roof replacement, green roofing solutions, asphalt shingle recycling program.""]",Boulder,
494,Active Solar,"Residential Solar, Commercial Solar, New Construction, Battery Backups, Roofing, Generators, Car Chargers, Service & Maintenance","32861 Camino Capistrano, Suite F, San Juan Capistrano, CA, 92675",San Juan Capistrano,CA,92675,18002146438,win@activesolar.com,http://activesolar.com,"[""Residential Solar, Commercial Solar, New Construction, Battery Backups, Roofing, Generators, Car Chargers, Service & Maintenance""]",CA,
495,180 Degrees Solar,Solar energy solutions,"1215 Wisteria Drive, Florence, South Carolina, 29501",Florence,SC,29501,18432297439,,http://180DegreesSolar.com,"[""Solar energy solutions""]",SouthCarolina,
496,Advanced Energy Services,"High-quality replacement windows and doors, energy-efficient doors installations. Milgard® Certified Dealer, we can provide: Replacement vinyl and fiberglass windows, bay windows, bow windows, garden windows, casement windows, double hung windows, and more! Patio & Entry Doors Brands include Milgard®, Cascade, Therma-Tru, and Codel. We provide: Entry doors, French doors, and Sliding patio doors to any home project in the Portland Metropolitan area","9150 SW Pioneer Ct Ste D Wilsonville, OR 97070",9150 SW Pioneer Ct Ste D Wilsonville,OR,97070,15035636866,info@advancedenergyoregon.com,http://advancedenergyoregon.com,"[""High-quality replacement windows and doors, energy-efficient doors installations. Milgard® Certified Dealer, we can provide: Replacement vinyl and fiberglass windows, bay windows, bow windows, garden windows, casement windows, double hung windows, and more! Patio & Entry Doors Brands include Milgard®, Cascade, Therma-Tru, and Codel. We provide: Entry doors, French doors, and Sliding patio doors to any home project in the Portland Metropolitan area""]",OR,
497,Compass Electrical Solutions,"Commercial, Industrial, and Residential Electrical Contracting Work, including Residential Generators, Electric Vehicle Chargers, and Electric Panel Upgrades","10510 Lackland Road, St. Louis, MO, 63114",St. Louis,MO,63114,13146757451,,http://www.compass-electrical.com,"[""Commercial, Industrial, and Residential Electrical Contracting Work, including Residential Generators, Electric Vehicle Chargers, and Electric Panel Upgrades""]",MO,
